metis 5.1.0.p8-1
mhwd 0.6.4-2
mhwd-amdgpu 19.1.0-1
mhwd-ati 19.1.0-1
mhwd-db 0.6.4-10
mhwd-nvidia-340xx 340.108-1
mhwd-nvidia-390xx 390.132-1
mhwd-nvidia-418xx 418.113-1
mhwd-nvidia-430xx 430.64-1.0
mhwd-nvidia-435xx 435.21-1.0
mhwd-nvidia-440xx 440.64-1
mhwd-tui 0.4-1
miniupnpc 2.1.20190408-1
minizip 1:1.2.11-4
mjpegtools 2.1.0-4
mkinitcpio 27-3
mkinitcpio-busybox 1.31.1-1
mkinitcpio-openswap 0.1.0-3
mobile-broadband-provider-info 20190618-1
mod_dnssd 0.6-7
modemmanager 1.12.8-1
mousetweaks 3.32.0-1
mpfr 4.0.2-2
mpg123 1.25.13-1
mpv 1:0.32.0-2
msgpack-c 3.2.1-1
msi-perkeyrgb 2.1-2
mtdev 1.1.6-1
mujs 1.0.6-1
mutter 3.36.0+24+g23da6c242-1
mypaint-brushes1 1.3.1-1
nano 4.9-1
nautilus 3.36.1-1
nautilus-admin 1.1.9-1
nautilus-empty-file 1.2-1
nautilus-sendto 3.8.6+14+ge8a3604-1
ncurses 6.2-1
ndctl 68-1
neon 0.30.2-3
neovim 0.4.3-2
net-snmp 5.8-4
net-tools 1.60.20181103git-2
netctl 1.20-2
netpbm 10.73.31-1
nettle 3.5.1-2
networkmanager 1.22.10-1
networkmanager-openconnect 1.2.6-1
networkmanager-openvpn 1.8.12-1
networkmanager-pptp 1.2.9dev+10+gb41b0d0-1
networkmanager-vpnc 1.2.7dev+20+gdca3aea-1
nfs-utils 2.4.3-2
nfsidmap 2.4.3-2
ninja 1.10.0-1
nm-connection-editor 1.16.0-1
node-gyp 6.1.0-1
nodejs 13.12.0-1
notion-app 1:2.0.7-3
noto-fonts 20190926-4
noto-fonts-cjk 20190409-1
noto-fonts-compat 20151217-1
noto-fonts-emoji 20191016-6
npm 6.14.4-1
npth 1.6-2
nspr 4.25-1
nss 3.51-1
nss-mdns 0.14.1-2
ntfs-3g 2017.3.23-4
ntp 4.2.8.p14-1
numlockx 1.2-5
nvidia-440xx-utils 440.64-1
nvidia-prime 1.0-1
obs-studio 25.0.3-1
oneko 1.2.5-4
oniguruma 6.9.4-1
openal 1.20.1-2
openconnect 1:8.05-1
opencore-amr 0.1.5-3
openexr 2.4.1-2
openjpeg2 2.3.1-1
openmpi 4.0.3-1
openresolv 3.10.0-1
openssh 8.2p1-3
openssl 1.1.1.e-1
openvpn 2.4.8-4
optipng 0.7.7-1
opus 1.3.1-1
opusfile 0.11-2
orc 0.4.31-1
os-prober 1.77-1
osinfo-db 20200214-1
ostree 2019.6-1
p11-kit 0.23.20-3
p7zip 16.02-5
pacman 5.2.1-4
pacman-mirrors 4.16.4-1
pacui 1.13-1
pam 1.3.1-2
pamac-cli 9.4.0-6
pamac-common 9.4.0-6
pamac-gtk 9.4.0-6
pamac-snap-plugin 9.4.0-6
pambase 20190105.1-2
pango 1:1.44.7+11+g73b46b04-1
pangomm 2.42.1-2
papirus-icon-theme 20200301-1
papirus-maia-icon-theme 20190726-1
parted 3.3-1
patch 2.7.6-8
pciutils 3.6.4-1
pcre 8.44-1
pcre2 10.34-3
pcsclite 1.8.26-1
perl 5.30.2-1
perl-alien-build 2.17-1
perl-alien-libxml2 0.15-1
perl-capture-tiny 0.48-2
perl-clone 0.43-1
perl-dbi 1.643-1
perl-encode-locale 1.05-5
perl-error 0.17029-1
perl-ffi-checklib 0.26-1
perl-file-chdir 0.1011-3
perl-file-listing 6.04-6
perl-file-next 1.18-1
perl-file-which 1.23-2
perl-html-parser 3.72-8
perl-html-tagset 3.20-8
perl-http-cookies 6.08-1
perl-http-daemon 6.06-1
perl-http-date 6.05-1
perl-http-message 6.22-1
perl-http-negotiate 6.01-6
perl-io-html 1.001-5
perl-libwww 6.43-1
perl-lwp-mediatypes 6.02-6
perl-mailtools 2.21-2
perl-net-http 6.19-2
perl-path-tiny 0.112-1
perl-timedate 2.32-1
perl-try-tiny 0.30-3
perl-uri 1.76-2
perl-www-robotrules 6.02-6
perl-xml-libxml 2.0204-1
perl-xml-namespacesupport 1.12-3
perl-xml-parser 2.46-1
perl-xml-sax 1.02-1
perl-xml-sax-base 1.09-3
physfs 3.0.2-1
pick-colour-picker 1.5-5
pinentry 1.1.0-5
pipewire 0.3.2-1
pixman 0.38.4-1
pkcs11-helper 1.26.0-1
pkgconf 1.6.3-3
poco 1.10.1-1
podofo 0.9.6-2
polkit 0.116-4.1
polkit-gnome 0.105-4
polkit-qt5 0.113.0-1
poppler 0.86.1-1
poppler-data 0.4.9-1
poppler-glib 0.86.1-1
popt 1.16-12
portaudio 1:19.6.0-6
powerline-common 2.7-5
powerline-fonts-git r202.e80e3eb-1
powertop 2.11-1
ppp 2.4.7-7
pptpclient 1.10.0-2
procps-ng 3.3.16-1
projectm 3.1.2-2
protobuf 3.11.4-1
psmisc 23.3-2
pulseaudio 13.0-3
pulseaudio-alsa 2-5
pulseaudio-bluetooth 13.0-3
pulseaudio-ctl 1.67-1
pulseaudio-equalizer 13.0-3
pulseaudio-jack 13.0-3
pulseaudio-lirc 13.0-3
pulseaudio-zeroconf 13.0-3
pygobject-devel 3.36.0-1
pygtk 2.24.0-11
python 3.8.2-1
python-anytree 2.8.0-1
python-appdirs 1.4.3-5
python-attrs 19.3.0-4
python-beaker 1.11.0-3
python-beautifulsoup4 4.8.2-1
python-cachecontrol 0.12.6-1
python-cairo 1.19.1-1
python-chardet 3.0.4-4
python-colorama 0.4.3-1
python-contextlib2 0.6.0.post1-1
python-dbus 1.2.16-1
python-dbus-common 1.2.16-1
python-decorator 4.4.2-1
python-distlib 0.3.0-1
python-distro 1.4.0-3
python-docopt 0.6.2-7
python-evdev 1.3.0-1
python-ewmh 0.1.6-2
python-gobject 3.36.0-1
python-html2text 2019.8.11-4
python-html5lib 1.0.1-7
python-idna 2.9-1
python-importlib-metadata 1.5.0-1
python-jsonschema 3.2.0-2
python-lxml 4.5.0-1
python-mako 1.1.2-1
python-markdown 3.1.1-4
python-markupsafe 1.1.1-3
python-more-itertools 8.2.0-1
python-msgpack 0.6.2-3
python-nautilus 1.2.3-3
python-netaddr 0.7.19-5
python-npyscreen 4.10.5-4
python-ordered-set 3.1.1-1
python-packaging 20.3-1
python-pep517 0.8.1-1
python-pillow 6.2.1-1
python-pip 20.0.2-1
python-progress 1.5-3
python-psutil 5.7.0-1
python-pyaml 20.3.1-1
python-pyaudio 0.2.11-4
python-pycups 1.9.74-3
python-pycurl 7.43.0.5-1
python-pygments 2.6.1-2
python-pyparsing 2.4.6-1
python-pyqt5 5.14.1-2
python-pyqt5-sip 12.7.1-1
python-pyqtwebengine 5.14.0-3
python-pyrsistent 0.16.0-1
python-pysmbc 1.0.18-1
python-pyte 0.8.0-4
python-pytoml 0.1.21-3
python-reportlab 3.5.34-1
python-requests 2.23.0-1
python-retrying 1.3.3-6
python-send2trash 1.5.0-4
python-setproctitle 1.1.10-5
python-setuptools 1:46.1.3-1
python-sip 4.19.21-1
python-six 1.14.0-1
python-soupsieve 1.9.5-2
python-termcolor 1.1.0-8
python-toml 0.10.0-3
python-urllib3 1.25.8-2
python-wcwidth 0.1.8-1
python-webencodings 0.5.1-4
python-wheel 0.34.2-2
python-xdg 0.26-4
python-xlib 0.26-2
python-yaml 5.3.1-1
python-zipp 3.1.0-1
python2 2.7.17-2
python2-appdirs 1.4.3-5
python2-cairo 1.18.2-4
python2-distutils-extra 2.39-5
python2-gobject 3.36.0-1
python2-gobject2 2.28.7-4
python2-numpy 1.16.4-2
python2-ordered-set 3.1.1-1
python2-packaging 20.3-1
python2-pyparsing 2.4.6-1
python2-setuptools 2:44.1.0-1
python2-six 1.14.0-1
qpdf 9.1.1-1
qt5-base 5.14.1-3
qt5-declarative 5.14.1-1
qt5-location 5.14.1-1
qt5-multimedia 5.14.1-1
qt5-sensors 5.14.1-1
qt5-styleplugins 5.0.0.20170311-19
qt5-svg 5.14.1-1
qt5-wayland 5.14.1-1
qt5-webchannel 5.14.1-1
qt5-webengine 5.14.1-2
qt5-webkit 5.212.0alpha4-1
qt5-x11extras 5.14.1-1
qt5ct 0.41-2
raptor 2.0.15-12
rasqal 1:0.9.33-2
re2 1:20200303-1
readline 8.0.004-1
recode 3.7.6-1
redland 1:1.0.17-7
reiserfsprogs 3.6.27-3
rest 0.8.1-1
retroarch 1.8.5-1
retroarch-assets-xmb 1:289-1
rhash 1.3.9-1
ripgrep 12.0.0-1
rpcbind 1.2.5-3
rsync 3.1.3-3
rtkit 0.12-1
rtmpdump 1:2.4.r96.fa8646d-5
rubberband 1.8.2-3
run-parts 4.8.6.1-2
rust 1:1.42.0-1
rygel 0.38.3-1
s-nail 14.9.17-1
sane 1.0.29-1
sbc 1.4-1
screenkey 0.9-4
sdl 1.2.15-13
sdl2 2.0.12-1
seahorse 1:3.36-1
sed 4.8-1
semver 7.1.3-1
serd 0.30.2-1
shaderc 2019.0-4
shadow 4.8.1-1
shared-color-targets 0.1.7-2
shared-mime-info 1.15-2
shellcheck 0.7.0-204
signond 8.60-1
simple-scan 3.36.1-1
slang 2.3.2-1
smbclient 4.11.7-1
snapd 2.44.1-1
snapd-glib 1.54-1
snappy 1.1.8-1
sndio 20180120-1
sord 0.16.4-1
sound-theme-freedesktop 0.8-3
soundtouch 2.1.2-1
spandsp 0.0.6-2
spectre-meltdown-checker 0.43-1
speech-dispatcher 0.9.1-3
speedtest-cli 2.1.2-2
speex 1.2.0-2
speexdsp 1.2.0-1
spirv-tools 2019.5-2
splix 2.0.0-14
sqlite 3.31.1-1
squashfs-tools 4.4-1
sratom 0.6.4-1
srt 1.4.1-1
sshfs 3.7.0-1
startup-notification 0.12-6
steam-manjaro 1.0.0.61-7
stoken 0.92-3
sudo 1.8.31.p1-1
suitesparse 5.7.1-1
sushi 3.34.0+15+g6aa213e-1
swig 4.0.1-2
sysfsutils 2.1.0-11
system-config-printer 1.5.12+33+g23b454ef-1
systemd 244.4-1
systemd-fsck-silent 239-1
systemd-libs 244.4-1
systemd-sysvcompat 244.4-1
t1lib 5.1.2-7
taglib 1.11.1-3
talloc 2.3.1-1
tar 1.32-3
tcl 8.6.10-1
tdb 1.4.3-2
telepathy-accounts-signon 2.1-1
telepathy-farstream 0.6.2-5
telepathy-glib 0.24.1-2
telepathy-logger 0.8.2-3
telepathy-mission-control 5.16.5-2
tepl 4.4.0-1
terminus-font 4.48-1
termite 15-1
termite-terminfo 15-1
tevent 1:0.10.2-1
texinfo 6.7-2
the_silver_searcher 2.2.0-1
thefuck 3.30-1
thin-provisioning-tools 0.8.5-3
tig 2.5.0-1
timeshift 20.03.r0.gcecd294-1
tldr 0.5-2
tlp 1.3.1-2
tmux 3.0_a-1
toggldesktop-git 7.5.50.r0.gb3a38da9e-2
toilet 0.3.r155.3eb9d58-1
totem 3.34.1-2
totem-pl-parser 3.26.5-1
tpm2-tss 2.4.0-1
tracker 2.3.4-1
tracker-miners 2.3.3-1
transmission-gtk 2.94-2
tree 1.8.0-1
tslib 1.21-1
ttf-bitstream-vera 1.10-12
ttf-dejavu 2.37-2
ttf-droid 20121017-7.2
ttf-inconsolata 1:3.000-2
ttf-indic-otf 0.2-9
ttf-liberation 2.1.0-1
tusk 0.23.0-0
twolame 0.4.0-2
tzdata 2019c-3
uchardet 0.0.6-2
udisks2 2.8.4-2
ufw 0.36-3
uget 2.2.3-1
unace 2.5-11
unarchiver 1.10.1-8
unibilium 2.1.0-1
unixodbc 2.3.7-2
unrar 1:5.9.1-1
unzip 6.0-13
upower 0.99.11-1
usb_modeswitch 2.6.0-2
usbmuxd 1.1.0+69+g8a69f1a-1
usbutils 012-2
util-linux 2.35.1-1.1
v4l-utils 1.18.0-1
v86d 0.1.10-5.1
vala 0.48.2-1
vamp-plugin-sdk 2.9.0-1
vi 1:070224-4
vid.stab 1.1-2
vimiv 0.9.1-3
vino 3.22.0+60+gd29a4f2-1
vlc 3.0.8-11
volume_key 0.3.12-2
vpnc 1:0.5.3.r462.r78-1
vte-common 0.60.1-1
vte3 0.60.1-1
vulkan-icd-loader 1.2.135-1
vulkan-intel 19.3.5-1
vulkan-radeon 19.3.5-1
wallpapers-2018 1.2-1
wallpapers-juhraya 1.1-2
wavpack 5.2.0-1
wayland 1.18.0-1
wayland-protocols 1.20-1
webkit2gtk 2.28.0-3
webrtc-audio-processing 0.3.1-1
wget 1.20.3-2
whatip-git 0.1.1.r15.g8703049-1
which 2.21-5
wildmidi 0.4.3-1
wireless-regdb 2019.06.03-2
wireshark-cli 3.2.2-1
wireshark-qt 3.2.2-1
wmctrl 1.07-5
woff2 1.0.2-1
wpa_supplicant 2:2.9-7
wpebackend-fdo 1.6.0-1
wxgtk-common 3.0.4-2
wxgtk2 3.0.4-2
x264 3:0.159.r2991.1771b55-1
x265 3.2.1-1
xaos 3.7-1
xboard 4.9.1-2
xcape 1.2-3
xcb-proto 1.14-1
xcb-util 0.4.0-2
xcb-util-image 0.4.0-2
xcb-util-keysyms 0.4.0-2
xcb-util-renderutil 0.3.9-2
xcb-util-wm 0.4.1-2
xclip 0.13-2
xcursor-breeze 5.11.5-1
xdg-dbus-proxy 0.1.2-1
xdg-desktop-portal 1.6.0-2
xdg-desktop-portal-gtk 1.6.0-4
xdg-su 1.2.3-1
xdg-user-dirs 0.17-2
xdg-user-dirs-gtk 0.10+9+g5b7efc6-2
xdg-utils 1.1.3+19+g9816ebb-1
xdotool 3.20160805.1-2
xf86-input-elographics 1.4.2-1
xf86-input-evdev 2.10.6-1
xf86-input-libinput 0.29.0-2
xf86-input-void 1.4.1-4
xf86-input-wacom 0.39.0-1
xf86-video-amdgpu 19.1.0-1
xf86-video-ati 1:19.1.0-1
xf86-video-intel 1:2.99.917+899+gf66d3954-1
xf86-video-nouveau 1.0.16-1
xfsprogs 5.5.0-1
xkeyboard-config 2.29-1
xmlsec 1.2.29-1
xorg-bdftopcf 1.1-1
xorg-font-util 1.3.2-1
xorg-font-utils 7.6-5
xorg-fonts-alias 1.0.3-2
xorg-fonts-encodings 1.0.5-1
xorg-mkfontscale 1.2.1-2
xorg-server 1.20.8-1
xorg-server-common 1.20.8-1
xorg-server-xwayland 1.20.8-1
xorg-setxkbmap 1.3.2-1
xorg-twm 1.0.10-1
xorg-xauth 1.1-1
xorg-xev 1.2.3-1
xorg-xhost 1.0.8-1
xorg-xinit 1.4.1-1
xorg-xkbcomp 1.4.3-1
xorg-xmodmap 1.0.10-1
xorg-xprop 1.2.4-1
xorg-xrandr 1.5.1-1
xorg-xrdb 1.2.0-1
xorg-xset 1.2.4-1
xorgproto 2019.2-2
xvidcore 1.3.7-1
xz 5.2.5-1
yad 5.0-1
yaml-cpp 0.6.3-2
yay 9.4.6-1
yelp 3.36.0-1
yelp-tools 3.32.2-1
yelp-xsl 3.36.0-1
zathura 0.4.5-1
zathura-djvu 0.2.9-1
zathura-pdf-mupdf 0.3.5-2
zathura-ps 0.2.6-1
zbar 0.23-3
zeal 1:0.6.1-1
zenity 3.32.0+17+gfb0938f-1
zeromq 4.3.2-1
zip 3.0-8
zita-alsa-pcmi 0.3.2-2
zita-resampler 1.6.2-2
zlib 1:1.2.11-4
zsh 5.8-1
zsh-completions 0.31.0-1
zstd 1.4.4-1
zvbi 0.2.35-3
